sku,name,description,image,type,price,shipping,manufacturer,class_id,sub_class1_id,num_classes
1002651,"Polk Audio - 12"" Single-Voice-Coil 4-Ohm Subwoofer - Black",720W peak power handling; Klippel-optimized driver components; polymer woofer cone; butyl rubber surround,http://img.bbystatic.com/BestBuy_US/images/products/1002/1002651_sa.jpg,HardGood,99.99,0,Polk Audio,abcat0300000,abcat0302000,2
1003003,Hard Rock TrackPak - Mac,"HAL LEONARD Hard Rock TrackPak: Features 12 hard rock and metal Apple Loops; compatible with GarageBand; includes guitars, bass, drums and synth parts",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003003_sa.jpg,Software,29.99,5.49,Hal Leonard,abcat0207000,pcmcat152100050020,2
1003012,Aquarius - Fender Playing Cards Gift Tin - Red/Black,AQUARIUS Fender Playing Cards Gift Tin: 2 decks; hinged gift tin; 52 different images per deck,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003012_sa.jpg,HardGood,13.99,5.49,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003021,LoDuca Bros Inc - Deluxe Keyboard Bench - Black,"LODUCA BROS. INC. Deluxe Keyboard Bench: Metal base; 13"" x 24"" padded seat; cross brace for support; adjusts to 3 different heights; can fit up to 2 people; folding design",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003021_sa.jpg,HardGood,79.99,0,LoDuca Bros Inc,abcat0207000,abcat0208024,2
1003049,Trumpet Multimedia - Trumpets That Work 2015 Calendar - Black,TRUMPET MULTIMEDIA Trumpets That Work 2015 Calendar: 2015 calendar; Trumpets That Work design,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003049_sa.jpg,HardGood,23.95,5.49,Trumpet Multimedia,pcmcat252700050006,pcmcat244200050008,2
1003067,Pro Tools Tier 1 Audio Plug-In for PC and Mac Activation Card - Windows|Mac,"AVID Pro Tools Tier 1 Audio Plug-In for PC and Mac Activation Card: Compatible with PC and Mac; redeemable for a (TL) Aggro, Bruno/Reso, Cosmonaut Voice, DINR, (TL) Drum Rehab, (TL) EveryPhase, Reel Tape Saturation or other Avid Tier 1-level plug-in",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003067_sa.jpg,Software,99.0,0,Avid,abcat0207000,pcmcat152100050020,2
1003076,M-Audio - BX8 D2 Studio Monitors (Pair) - Black,"M-AUDIO BX8 D2 Studio Monitors (Pair): Custom Class AB analog amplifiers; woven low-frequency driver; waveguide-loaded silk-dome tweeter; XLR and 1/4"" inputs",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003076_sa.jpg,HardGood,599.95,0,M-Audio,abcat0207000,pcmcat152100050035,2
1003085,Aquarius - Grateful Dead Skull Logo Chunky Magnet - Red/White/Blue,AQUARIUS Grateful Dead Skull Logo Chunky Magnet: Features the iconic Grateful Dead skull logo; magnet; chunky design,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003085_sa.jpg,HardGood,5.99,5.49,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003109,Alesis - AcousticLink Guitar Recording Pack - White,"ALESIS AcousticLink Guitar Recording Pack: Compatible with most guitars with a 1/4"" connector; built-in analog-to-digital conversion; includes a 16.5' GuitarLink 1/4""-to-USB cable, no-drill acoustic guitar pickup and Cubase LE recording software",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003109_sa.jpg,HardGood,79.0,0,Alesis,abcat0207000,pcmcat152100050020,2
1003127,Modern Rock TrackPak - Mac,"HAL LEONARD Modern Rock TrackPak: Features 12 modern rock Apple Loops; compatible with GarageBand; includes complete songs, plus individual loops, beats, grooves and riffs for each song's instruments",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003127_sa.jpg,Software,29.95,5.49,Hal Leonard,abcat0207000,pcmcat152100050020,2
1003136,1970s Rock TrackPak - Mac,HAL LEONARD 1970s Rock TrackPak: Features 12 classic rock songs; compatible with GarageBand; includes loops for each instrument,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003136_sa.jpg,Software,29.99,5.49,Hal Leonard,abcat0207000,pcmcat152100050020,2
1003145,LoDuca Bros Inc - Professional Digital Photo Studio Kit - Black/White/Blue,"LODUCA BROS INC Professional Digital Photo Studio Kit: Lets you take professional-quality photos; includes 2 high-output tabletop lights, a 16"" cubed soft-lighting frame and an adjustable mini tabletop tripod; multicompartment, padded carrying case",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003145_rc.jpg,HardGood,49.99,0,LoDuca Bros Inc,abcat0207000,abcat0208024,2
1003163,Groovy Shapes Volume 1 - Windows|Mac,"SIBELIUS Groovy Shapes Volume 1: Teaches the basics of sound, rhythm, pitch and composition; guides students through progressive exercises; lets students create original music; for ages 5 to 7 years",http://img.bbystatic.com/BestBuy_US/images/pac/products/1312/1312451498/1312451498_sa.jpg,Software,69.95,0,Sibelius,abcat0207000,pcmcat152100050020,2
1003172,PreSonus - AudioBox iTwo Recording System - Blue/Gray,"PRESONUS AudioBox iTwo Recording System: Compatible with Apple iPad, Windows and Mac recording software; 2 combo microphone/line/instrument inputs; Class A microphone preamplifier; balanced TRS monitor output; MIDI I/O; 24-bit/96kHz converters",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003172_sa.jpg,HardGood,159.99,0,PreSonus,abcat0207000,pcmcat152100050020,2
1003214,PreSonus - AudioBox iOne Recording System - Blue/Gray,"PRESONUS AudioBox iOne Recording System: Compatible with Apple iPad, Windows and Mac recording software; instrument and microphone inputs; Class A microphone preamplifier; balanced TRS monitor output; 24-bit/96kHz converters",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003214_sa.jpg,HardGood,159.95,0,PreSonus,abcat0207000,pcmcat152100050020,2
1003232,Aquarius - Grateful Dead Bear Logo Chunky Magnet - Green/Yellow/Blue/Purple/Red/Orange/Black,AQUARIUS Grateful Dead Bear Logo Chunky Magnet: Tie-dyed Grateful Dead bear logo; chunky design,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003232_sa.jpg,HardGood,5.99,5.49,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003269,Addictive Keys: Studio Collection - Mac|Windows,XLN AUDIO Addictive Keys: Studio Collection: Ideal for music producers and musicians; features virtual keyboard instruments; compatible with newer major hosts and DAWs,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003269_sa.jpg,Software,179.0,0,XLN Audio,abcat0207000,pcmcat152100050020,2
1003278,Pro Tools Tier 2 Audio Plug-In for PC and Mac Activation Card - Windows|Mac,"AVID Pro Tools Tier 2 Audio Plug-In for PC and Mac Activation Card: Compatible with PC and Mac; redeemable for a Classic Compressors Bundle, Focusrite d2/d3, Impact, JOEMEEK Bundle, Moogerfooger Bundle or other Avid Tier 2-level plug-in",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003278_sa.jpg,Software,299.0,0,Avid,abcat0207000,pcmcat152100050020,2
1003287,Korg - nanoKey2 25-Key USB MIDI Controller - White/Gray,KORG nanoKey2 25-Key USB MIDI Controller: USB MIDI connectivity; 25 velocity-sensitive keys; compatible with the Korg microKEY; PC and Mac compatible,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003287_sa.jpg,HardGood,49.99,0,Korg,abcat0207000,pcmcat151600050037,2
1003296,M-Audio - Nova Condenser Microphone - Silver,"M-AUDIO Nova Condenser Microphone: 1.1"" evaporated gold diaphragm; solid brass body and capsule; 20Hz - 18kHz frequency response; hard mount and soft case included",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003296_sa.jpg,HardGood,99.99,0,M-Audio,abcat0207000,pcmcat152100050035,2
1003319,IK Multimedia - iRig Stomp - Black,"IK MULTIMEDIA iRig Stomp: Compatible with select Apple iPhone, iPad and iPod touch models, Android and Mac computers; allows use inline with other effects pedals and more; active battery-powered output circuit",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003319_sa.jpg,HardGood,59.99,0,IK Multimedia,abcat0207000,abcat0208024,2
1003328,IK Multimedia - iKlip Xpand Microphone Stand Mount - Black,"IK MULTIMEDIA iKlip Xpand Microphone Stand Mount: Compatible with most tablets from 7"" to 12.1""; adjustable holder with 4 expandable grips; 2 sure-grip rubber gripping points; rubber padded base; ball joint; smart bracket design; iKlip Stage app",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003328_sa.jpg,HardGood,49.99,0,IK Multimedia,abcat0207000,pcmcat152100050020,2
1003337,M-Audio - AM1 Cardioid Dynamic Microphone - Black/Gray,"M-AUDIO AM1 Cardioid Dynamic Microphone: For amplifying and recording vocals and instruments; dynamic design; cardioid pickup pattern; steel mesh, foam-lined head grille; die-cast, zinc-alloy housing",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003337_sa.jpg,HardGood,29.95,5.99,M-Audio,abcat0207000,pcmcat152100050035,2
1003346,Elements Pack - Mac|Windows,STEINBERG Elements Pack: Includes Cubase Elements 6 and WaveLab Elements 7 software; lets you produce music and edit audio on your Mac or PC,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003346_sa.jpg,Software,174.99,0,Steinberg,abcat0207000,pcmcat152100050020,2
1003364,IK Multimedia - iKlip Xpand Mini Microphone Stand Mount - Black,"IK MULTIMEDIA iKlip Xpand Mini Microphone Stand Mount: Compatible with select Apple iPhone and iPod touch models and most smartphones with 3.5"" to 6"" screens; rubberized Gorilla Grip technology; adjustable clamp; ball joint",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003364_rc.jpg,HardGood,39.99,0,IK Multimedia,abcat0207000,pcmcat152100050020,2
1003373,Acoustic Rock TrackPak - Mac,"HAL LEONARD Acoustic Rock TrackPak: 12 acoustic Apple Loops; compatible with GarageBand; includes guitars, bass, drums and keyboard parts",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003373_sa.jpg,Software,29.99,5.49,Hal Leonard,abcat0207000,pcmcat152100050020,2
1003415,Aquarius - Elvis Heartthrob Chunky Magnet - Black/White,AQUARIUS Elvis Heartthrob Chunky Magnet: Features a black-and-white photo of Elvis Presley; chunky design,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003415_sa.jpg,HardGood,5.99,5.49,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003424,"Aquarius - Elvis Presley Jailhouse Rock 1,000-Piece Jigsaw Puzzle - Black/White/Red/Yellow/Blue/Green/Orange","AQUARIUS Elvis Presley Jailhouse Rock 1,000-Piece Jigsaw Puzzle: 1,000 pieces; features Elvis on the set of the iconic film; measures 12"" x 36"" when completed",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003424_sa.jpg,HardGood,15.99,5.99,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003433,Pro Tools Tier 3 Audio Plug-In for PC and Mac Activation Card - Windows|Mac,"AVID Pro Tools Tier 3 Audio Plug-In for PC and Mac Activation Card: Compatible with PC and Mac; redeemable for an Eleven, ReVibe, (TL) Space (DSP + native) or X-Form Avid Tier 3-level plug-in",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003433_sa.jpg,Software,499.0,0,Avid,abcat0207000,pcmcat152100050020,2
1003451,Aquarius - Genesis Playing Cards - Yellow/Purple/Black/Red,"AQUARIUS Genesis Playing Cards: 2.5"" x 3.5"" playing cards; linen-type finish",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003451_sa.jpg,HardGood,5.99,5.49,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003488,Korg - nanoKONTROL2 USB MIDI Controller - Black,"KORG nanoKONTROL2 USB MIDI Controller: 2 USB ports; compatible with Mac, PC, Apple iPad, Korg microKEY, most computer-based DAWs and most music production software",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003488_sa.jpg,HardGood,59.99,0,Korg,abcat0207000,pcmcat152100050027,2
1003497,Aquarius - Rush Starman Chunky Magnet - Black/Red/White/Brown,AQUARIUS Rush Starman Chunky Magnet: Features Rush's Starman logo; chunky design,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003497_sa.jpg,HardGood,5.99,5.49,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003531,Aquarius - Rush Playing Cards - Red/Black/White,"AQUARIUS Rush Playing Cards: 2.5"" x 3.5"" playing cards; linen-type finish",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003531_sa.jpg,HardGood,5.99,5.49,Aquarius,pcmcat252700050006,pcmcat244200050008,2
1003568,Aquarius - The Beatles Yellow Submarine 600-Piece Jigsaw Puzzle - Blue/Yellow/Red/White/Green/Pink,"AQUARIUS The Beatles Yellow Submarine 600-Piece Jigsaw Puzzle: 600 pieces; features the artwork of The Beatles' Yellow Submarine album; measures 20"" x 27"" when completed",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003568_sa.jpg,HardGood,15.99,5.49,Aquarius,pcmcat252700050006,pcmcat274200050008,2
1003604,Alfred - Katy Perry: Teenage Dream Sheet Music - Pink/Blue,"ALFRED Katy Perry: Teenage Dream Sheet Music: Piano, vocal and guitar sheet music for Katy Perry's Teenage Dream",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003604_sa.jpg,HardGood,17.99,5.49,Alfred,abcat0207000,pcmcat152200050014,2
1003613,Classic Rock TrackPak - Mac,"HAL LEONARD Classic Rock TrackPak: Features 12 modern rock Apple Loops; compatible with GarageBand; includes complete songs, plus individual loops, beats, grooves and riffs for each song's instruments",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003613_sa.jpg,Software,29.95,5.49,Hal Leonard,abcat0207000,pcmcat152100050020,2
1003622,"Aquarius - Fender Stratocaster 1,000-Piece Jigsaw Puzzle - Black/Red/White/Yellow/Green/Orange/Blue","AQUARIUS Fender Stratocaster 1,000-Piece Jigsaw Puzzle: 1,000 pieces; lets you show off your fandom for the guitar; measures 20"" x 27"" when completed",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003622_sa.jpg,HardGood,15.99,5.99,Aquarius,pcmcat252700050006,pcmcat274200050008,2
1003631,IK Multimedia - iRig MIDI 2 Audio Interface - Black,"IK MULTIMEDIA iRig MIDI 2 Audio Interface: Compatible with Mac, PC and select iOS devices; MIDI input, output and thru jacks; USB and Lightning interface",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003631_rc.jpg,HardGood,99.99,0,IK Multimedia,abcat0207000,pcmcat152100050020,2
1003641,M. Night Shyamalan: The Last Airbender - Nintendo Wii,Harness the power of Air and Fire as you join a quest for honor and power,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003641_500x500_sa.jpg,Game,19.99,3.99,THQ,abcat0700000,abcat0706000,2
1003659,M-Audio - Keystation Mini 32 II 32-Key USB MIDI Keyboard Controller - Black/White,"M-AUDIO Keystation Mini 32 II 32-Key USB MIDI Keyboard Controller: Ignite and Ableton Live Lite software; USB MIDI connectivity; pitch-bend, modulation and octave controls; 32 velocity-sensitive synth-action keys",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003659_sa.jpg,HardGood,99.95,0,M-Audio,abcat0207000,pcmcat151600050037,2
1003668,"Aquarius - The Beatles Street 1,000-Piece Jigsaw Puzzle - Black/White/Brown","AQUARIUS The Beatles Street 1,000-Piece Jigsaw Puzzle: 1,000 pieces; features an image of The Beatles walking down the street; measures 20"" x 27"" when completed",http://img.bbystatic.com/BestBuy_US/images/products/1003/1003668_sa.jpg,HardGood,15.99,5.99,Aquarius,pcmcat252700050006,pcmcat274200050008,2
1004002,Canon - EOS Rebel T5 DSLR Camera with 18-55mm and 75-300mm Lenses - Black,"18.0-megapixel APS-C CMOS sensorISO 100-6400, expandable to 12,800Shooting speeds up to 3 fpsFull high-definition movie mode",http://img.bbystatic.com/BestBuy_US/images/products/1004/1004002_sa.jpg,HardGood,749.99,0,Canon,abcat0400000,abcat0401000,2
1004622,Sniper: Ghost Warrior - Xbox 360,Control the power of death as you ghost through the jungle,http://img.bbystatic.com/BestBuy_US/images/products/1004/1004622_sa.jpg,Game,19.99,3.99,City Interactive,abcat0700000,abcat0701000,2
1004668,GoPro - Camera Roll Bar Mount - Black,"Compatible with most GoPro cameras; clamps to tubes or frames ranging from 1.4-2.5"" in diameter; pivoting orientation arms",http://img.bbystatic.com/BestBuy_US/images/products/1004/1004668_rc.jpg,HardGood,29.99,5.49,GoPro,abcat0400000,abcat0410022,2
1004695,GoPro - Camera Mount Accessory Kit - Black,Compatible with most GoPro cameras; includes a variety of camera mounting accessories,http://img.bbystatic.com/BestBuy_US/images/products/1004/1004695_rc.jpg,HardGood,19.99,5.49,GoPro,abcat0400000,abcat0410022,2
1004804,GoPro - Chest Mount Harness - Black,Compatible with most GoPro cameras; one-size-fits-all adjustability,http://img.bbystatic.com/BestBuy_US/images/products/1004/1004804_rc.jpg,HardGood,39.99,0,GoPro,abcat0400000,abcat0410022,2
1004831,GoPro - Ride HERO Handlebar Seatpost Mount - Black,"Compatible with most GoPro cameras; clamps on tubes 3/4"" - 1-1/2"" in diameter; pivoting orientation arms with 3-way adjustability",http://img.bbystatic.com/BestBuy_US/images/products/1004/1004831_rc.jpg,HardGood,19.99,5.49,GoPro,abcat0400000,abcat0410022,2
1005118,American DJ - Dura Clamp,"From our expanded online assortment; designed for use with the Dura Truss system; supports lighting fixtures up to 20 lbs.; fits 1/2"" truss rods",http://img.bbystatic.com/BestBuy_US/images/products/1005/1005118_sa.jpg,HardGood,9.99,5.49,American DJ,abcat0207000,pcmcat152100050020,2
1005181,"American DJ - 20"" Glass Mirror Ball",Compatible with M-101 and M-103 mirror ball motors; glass material,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005181_sa.jpg,HardGood,89.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005215,American DJ - Elation 4-Channel Chase Controller - Black,"From our expanded online assortment; instant sound-to-light chase; timed, audio and chase modes; built-in microphone",http://img.bbystatic.com/BestBuy_US/images/products/1005/1005215_sa.jpg,HardGood,59.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005288,American DJ - Color Gel Filter (4-Pack),"Designed for use with most Par-56 can gel frames; red, blue, yellow and green gel filters",http://img.bbystatic.com/BestBuy_US/images/products/1005/1005288_sa.jpg,HardGood,12.99,5.49,American DJ,abcat0207000,pcmcat152100050027,2
1005297,American DJ - Crystal Bright Accent Strip CW LED Strip (4-Pack) - White,From our expanded online assortment; 4 self-adhesive strips; cool white LEDs; AC adapter,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005297_sa.jpg,HardGood,39.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005312,American DJ - Tripod Stand - Black,"From our expanded online assortment; designed for use with most par cans, pin spots and lighting fixtures; extends up to 9'; collapsible design",http://img.bbystatic.com/BestBuy_US/images/products/1005/1005312_sa.jpg,HardGood,44.99,0,American DJ,abcat0207000,pcmcat152100050020,2
1005358,American DJ - DMX Dimmer Pack,From our expanded online assortment; digital display; LED indicators; 16 built-in chases; reversible mounting brackets,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005358_sa.jpg,HardGood,199.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005409,"American DJ - 16"" Glass Mirror Ball",From our expanded online assortment; compatible with M-101 and M-103 mirror ball motors; glass material,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005409_sa.jpg,HardGood,54.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005454,American DJ - Bubble Blast Bubble Machine,Compatible with most types of bubble liquid; dual-fan lift system; drainage valve system; top-load filling container; remote; on/off switch; wheels and dual handles,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005454_rc.jpg,HardGood,299.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005515,"American DJ - 12"" Glass Mirror Ball",From our expanded online assortment; glass material; portable,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005515_sa.jpg,HardGood,25.99,8.49,American DJ,abcat0207000,pcmcat152100050027,2
1005542,American DJ - Par 46 Can Kit - Black,From our expanded online assortment; 200W lamp; 4 color gel filters; clamp; safety cable,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005542_sa.jpg,HardGood,44.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005667,American DJ - Elation Stage Pack,From our expanded online assortment; 16-channel DMX controller; 2 XLR cables; two 4-channel dimmers,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005667_sa.jpg,HardGood,499.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005694,American DJ - DMX Mirror Ball Motor,"From our expanded online assortment; designed for use with most mirror balls up to 20""; 2 DMX channels; circuit breaker protection",http://img.bbystatic.com/BestBuy_US/images/products/1005/1005694_rc.jpg,HardGood,129.99,0,American DJ,abcat0207000,pcmcat152100050027,2
1005721,American DJ - 5' CD Data Cable - Gray,Compatible with most dual CD players with an 8-pin to 8-pin connection; replacement cable,http://img.bbystatic.com/BestBuy_US/images/products/1005/1005721_sa.jpg,HardGood,13.99,5.49,American DJ,abcat0207000,abcat0208024,2
